group,math_scores,physics_scores,russian_scores,attendance,age,gender,exam_results
A,3.7,4.2,4.0,0,средние,мужской,сдал
A,4.6,3.8,4.3,2,средние,женский,сдал
A,3.4,4.1,4.2,13,старшие,женский,сдал
A,4.6,3.5,4.1,11,старшие,женский,не сдал
A,2.7,4.0,4.6,2,младшие,женский,сдал
A,4.1,4.2,4.4,5,младшие,женский,сдал
A,4.1,3.9,3.9,1,старшие,женский,сдал
A,3.6,4.2,4.3,1,младшие,женский,сдал
A,3.2,4.2,4.1,10,старшие,мужской,сдал
A,4.1,4.2,4.4,5,младшие,мужской,сдал
A,4.2,4.0,4.5,4,средние,женский,сдал
A,2.9,4.2,4.1,9,средние,мужской,сдал
A,3.2,4.3,4.0,0,старшие,мужской,сдал
A,3.6,3.9,4.3,9,средние,женский,не сдал
A,4.0,4.4,3.7,16,средние,мужской,не сдал
A,4.0,3.9,3.7,11,средние,женский,сдал
A,3.1,4.0,3.9,3,младшие,женский,сдал
A,4.2,4.1,4.3,3,старшие,мужской,сдал
A,4.1,3.9,4.0,0,старшие,женский,не сдал
A,3.9,4.5,4.7,12,средние,женский,сдал
A,3.5,3.7,5.0,15,средние,женский,сдал
A,4.4,4.2,4.5,12,старшие,мужской,сдал
A,3.1,3.5,4.2,10,старшие,женский,сдал
A,3.0,4.2,4.0,3,старшие,мужской,сдал
A,4.2,4.0,4.1,13,старшие,мужской,не сдал
A,3.6,3.3,4.6,22,старшие,женский,не сдал
A,3.5,4.2,4.3,19,старшие,женский,сдал
A,3.7,3.6,4.6,8,средние,мужской,сдал
A,4.0,4.7,4.2,1,младшие,мужской,не сдал
A,4.2,3.6,3.8,2,младшие,женский,не сдал
A,4.3,4.0,4.2,1,старшие,мужской,сдал
A,3.2,4.5,4.0,11,старшие,женский,сдал
A,4.4,3.8,4.4,7,старшие,мужской,не сдал
A,4.3,4.5,4.2,13,средние,женский,сдал
A,3.8,3.7,4.5,3,младшие,мужской,не сдал
A,2.5,3.8,4.5,4,младшие,женский,сдал
A,4.2,4.2,4.0,24,средние,мужской,сдал
A,2.9,3.7,3.9,15,младшие,мужской,сдал
A,4.0,4.3,4.4,20,младшие,женский,сдал
A,3.7,4.2,3.9,7,старшие,женский,не сдал
A,4.1,4.3,4.5,0,младшие,женский,сдал
A,3.4,3.9,4.0,25,младшие,женский,сдал
A,3.9,3.9,4.2,1,средние,женский,не сдал
A,3.4,4.2,4.3,6,средние,мужской,не сдал
A,4.5,4.2,3.9,30,младшие,женский,сдал
A,4.4,4.0,4.3,32,старшие,мужской,сдал
A,3.6,3.9,3.9,12,младшие,мужской,сдал
A,2.7,3.8,4.5,9,средние,женский,сдал
A,3.9,3.7,4.0,14,старшие,женский,сдал
A,3.3,3.8,3.9,1,средние,мужской,сдал
A,3.3,4.3,4.7,1,средние,женский,сдал
A,4.5,3.6,3.9,9,младшие,мужской,сдал
A,2.6,3.9,4.4,0,младшие,мужской,не сдал
A,3.7,4.3,3.6,16,старшие,мужской,сдал
A,4.1,3.9,4.2,18,старшие,мужской,сдал
A,4.0,4.0,4.0,9,средние,женский,сдал
A,4.2,4.3,4.3,0,средние,мужской,сдал
A,3.9,4.4,4.4,28,старшие,женский,сдал
A,4.7,3.7,4.0,0,средние,мужской,не сдал
A,3.2,3.9,3.9,13,младшие,женский,не сдал
A,3.6,3.9,3.5,4,средние,мужской,сдал
A,3.7,3.4,3.7,7,средние,мужской,сдал
A,5.0,4.0,4.8,3,средние,женский,не сдал
A,3.4,4.4,4.6,8,младшие,мужской,не сдал
A,4.1,3.6,4.3,5,средние,мужской,сдал
A,3.3,3.9,4.4,1,младшие,мужской,сдал
A,3.0,3.5,3.8,13,старшие,мужской,сдал
A,3.3,4.0,4.6,21,средние,женский,сдал
A,3.9,3.9,4.9,17,младшие,женский,сдал
A,4.2,4.3,4.5,1,средние,мужской,сдал
A,3.9,3.6,4.2,67,старшие,мужской,не сдал
A,3.5,3.9,4.8,3,старшие,женский,сдал
A,3.2,3.6,4.7,12,средние,мужской,сдал
A,3.2,4.1,4.0,0,средние,женский,не сдал
A,3.5,3.9,4.3,16,младшие,женский,сдал
A,4.2,3.9,4.7,21,старшие,мужской,сдал
A,3.6,4.4,4.3,5,средние,женский,сдал
A,4.6,3.9,3.8,13,средние,женский,не сдал
A,3.7,4.6,4.5,10,средние,мужской,сдал
A,4.3,4.0,3.8,9,средние,женский,не сдал
A,4.2,4.0,4.1,3,средние,женский,сдал
A,3.3,4.2,3.9,34,средние,мужской,не сдал
A,3.1,4.2,4.5,1,старшие,мужской,сдал
A,3.3,3.8,4.2,11,средние,женский,сдал
A,2.6,4.0,4.2,13,старшие,женский,сдал
A,3.9,4.0,3.9,4,старшие,женский,сдал
A,3.2,4.6,4.1,18,младшие,женский,не сдал
A,4.0,3.7,4.8,4,старшие,мужской,сдал
A,4.3,4.1,4.5,1,старшие,мужской,сдал
A,4.1,4.3,4.0,2,младшие,женский,не сдал
A,3.7,3.8,4.3,7,младшие,женский,сдал
A,3.7,4.2,4.2,6,средние,женский,сдал
A,3.1,3.6,4.1,13,старшие,мужской,не сдал
A,4.5,3.7,4.1,4,средние,мужской,сдал
A,3.4,3.9,4.3,1,младшие,мужской,не сдал
A,3.5,3.9,5.0,23,младшие,женский,не сдал
A,4.6,4.1,4.0,3,младшие,мужской,сдал
A,3.0,4.2,4.0,11,средние,мужской,сдал
A,3.5,4.1,4.4,5,младшие,женский,не сдал
A,3.4,4.3,4.4,15,средние,мужской,сдал
A,3.6,3.8,3.9,19,средние,мужской,не сдал
A,4.2,4.1,3.9,7,старшие,женский,сдал
A,3.5,3.7,4.5,24,старшие,женский,сдал
A,3.2,4.2,4.3,2,средние,женский,не сдал
A,3.4,3.4,4.4,13,старшие,женский,сдал
A,4.3,4.4,3.7,4,средние,женский,не сдал
A,3.2,3.5,4.0,19,средние,женский,не сдал
A,4.4,4.1,4.1,7,младшие,мужской,сдал
A,3.7,4.0,3.9,1,младшие,мужской,сдал
A,3.8,4.2,4.0,33,средние,мужской,сдал
A,4.3,4.1,4.2,4,средние,мужской,сдал
A,3.5,3.6,4.0,25,младшие,мужской,сдал
A,3.5,4.1,4.0,49,младшие,женский,не сдал
A,3.0,4.4,3.6,5,старшие,мужской,сдал
A,3.2,4.1,4.0,3,старшие,мужской,сдал
A,3.9,4.1,3.8,5,старшие,мужской,не сдал
A,3.0,3.3,4.2,23,старшие,женский,сдал
A,3.8,4.1,4.5,24,старшие,мужской,сдал
A,3.9,3.9,4.0,15,младшие,мужской,сдал
A,3.9,3.5,4.8,19,старшие,женский,сдал
A,3.7,3.6,4.4,34,старшие,женский,сдал
A,3.8,4.5,3.9,12,младшие,мужской,сдал
A,3.7,4.3,4.6,2,младшие,женский,сдал
A,3.5,4.0,4.0,0,средние,мужской,сдал
A,4.2,3.8,4.0,5,младшие,мужской,сдал
A,4.3,3.7,3.9,1,средние,мужской,сдал
A,2.8,4.3,3.8,9,средние,мужской,сдал
A,3.2,3.7,4.4,0,старшие,женский,сдал
A,3.4,3.9,4.7,0,старшие,женский,сдал
A,3.3,4.5,3.9,0,средние,женский,сдал
A,2.5,4.8,4.4,8,средние,женский,сдал
A,3.2,4.0,4.5,50,младшие,мужской,сдал
A,4.2,4.2,3.7,1,средние,мужской,сдал
A,3.6,4.0,4.3,4,средние,мужской,сдал
A,4.1,3.9,4.4,19,средние,мужской,сдал
A,3.6,3.7,4.3,12,средние,мужской,сдал
A,4.0,3.9,4.4,22,средние,мужской,не сдал
A,3.2,3.9,3.8,2,младшие,женский,сдал
A,4.0,3.7,3.8,8,средние,мужской,сдал
A,3.8,4.0,3.9,0,младшие,женский,не сдал
A,3.4,3.9,3.8,9,средние,женский,сдал
A,3.6,4.1,4.2,9,старшие,мужской,не сдал
A,4.2,4.1,4.0,0,средние,женский,не сдал
A,4.7,4.0,4.4,1,младшие,женский,сдал
A,2.7,4.2,4.2,22,старшие,мужской,сдал
A,3.1,4.1,4.1,9,старшие,женский,сдал
A,3.2,4.0,4.1,18,младшие,мужской,сдал
A,4.3,4.0,4.1,6,средние,женский,сдал
A,4.8,3.9,3.9,0,младшие,мужской,сдал
A,4.2,3.8,3.9,28,старшие,женский,сдал
A,4.1,3.7,3.6,5,старшие,мужской,не сдал
A,3.1,3.6,4.3,3,младшие,мужской,не сдал
A,3.9,4.1,4.3,6,младшие,мужской,сдал
A,3.9,3.9,3.9,14,старшие,женский,сдал
A,4.0,4.0,4.4,5,младшие,мужской,сдал
A,3.7,3.9,4.7,26,старшие,женский,сдал
A,4.1,3.8,4.5,2,средние,мужской,не сдал
A,3.0,4.1,3.8,4,младшие,мужской,сдал
A,5.0,3.7,4.2,11,младшие,женский,не сдал
A,2.9,4.5,4.4,38,средние,женский,сдал
A,4.0,4.0,4.0,0,средние,мужской,не сдал
A,3.7,4.0,4.2,0,средние,женский,сдал
A,3.9,3.8,3.8,21,старшие,женский,сдал
A,3.5,4.0,4.2,4,старшие,женский,сдал
A,4.4,4.6,4.5,36,старшие,мужской,не сдал
A,3.3,4.6,4.5,0,младшие,женский,сдал
A,3.9,3.6,4.3,15,младшие,женский,сдал
A,3.1,4.5,4.1,6,средние,мужской,сдал
A,3.4,4.0,3.8,18,средние,мужской,сдал
A,4.1,3.7,4.1,9,средние,мужской,не сдал
A,4.0,4.5,4.2,0,старшие,мужской,сдал
A,4.2,3.8,4.1,10,средние,мужской,не сдал
A,4.2,3.5,4.6,1,средние,женский,не сдал
A,3.2,4.1,4.6,1,средние,женский,сдал
A,2.8,3.6,4.5,15,старшие,женский,сдал
A,3.9,4.1,4.5,3,средние,женский,сдал
A,4.2,3.9,3.5,0,старшие,мужской,сдал
A,3.5,3.9,3.9,1,младшие,мужской,не сдал
A,3.5,4.1,4.5,25,старшие,мужской,не сдал
A,4.5,3.8,4.4,8,старшие,мужской,сдал
A,3.7,4.5,4.3,22,младшие,женский,сдал
A,3.6,4.0,3.8,1,средние,женский,сдал
A,3.7,3.7,4.5,9,старшие,мужской,сдал
A,3.4,4.1,4.2,43,старшие,мужской,не сдал
A,4.5,4.4,4.3,1,младшие,женский,сдал
A,3.0,3.6,4.2,8,младшие,мужской,сдал
A,3.9,4.4,4.3,5,младшие,женский,сдал
A,4.2,3.4,4.3,2,младшие,женский,сдал
A,3.6,4.2,4.0,8,старшие,мужской,сдал
A,3.4,3.8,3.8,18,средние,мужской,сдал
A,3.6,4.0,4.5,7,старшие,женский,сдал
A,3.7,4.2,4.0,2,старшие,мужской,сдал
A,4.0,4.2,4.5,0,младшие,мужской,сдал
A,4.4,3.9,3.9,7,младшие,женский,не сдал
A,3.6,3.9,3.9,15,старшие,женский,сдал
A,3.6,4.0,3.9,2,младшие,женский,сдал
A,3.6,3.8,4.0,10,младшие,женский,сдал
A,4.3,3.8,4.5,17,младшие,мужской,не сдал
A,4.4,3.9,4.0,6,старшие,женский,сдал
A,3.9,4.4,4.1,0,старшие,женский,сдал
A,2.9,3.9,4.5,13,старшие,мужской,сдал
A,3.7,3.6,3.9,1,средние,женский,сдал
A,4.2,4.1,4.1,9,младшие,женский,сдал
A,3.8,3.9,4.3,2,старшие,женский,сдал
A,5.0,4.0,4.4,5,средние,мужской,сдал
A,4.1,4.0,4.4,2,средние,мужской,сдал
A,2.4,4.0,4.7,33,старшие,женский,сдал
A,4.5,3.9,4.1,4,средние,женский,сдал
A,4.4,4.3,3.8,1,старшие,женский,сдал
A,4.4,4.1,4.2,10,средние,мужской,сдал
A,3.2,3.5,4.5,17,средние,женский,сдал
A,3.4,3.9,4.3,0,средние,мужской,сдал
A,4.0,4.1,4.0,5,младшие,женский,сдал
A,3.6,3.7,4.2,15,младшие,мужской,сдал
A,4.3,4.1,3.8,16,младшие,женский,не сдал
A,4.2,4.0,3.8,2,младшие,мужской,сдал
A,3.8,4.2,4.6,2,средние,женский,не сдал
A,2.6,4.0,3.9,9,старшие,женский,сдал
A,3.9,3.9,4.2,2,средние,мужской,сдал
A,4.5,3.8,3.8,1,младшие,мужской,сдал
A,3.9,4.1,4.3,8,младшие,мужской,сдал
A,3.5,4.1,4.4,13,младшие,мужской,сдал
A,3.6,3.6,3.6,16,младшие,мужской,сдал
A,3.9,4.4,4.1,9,старшие,мужской,сдал
A,3.4,3.9,4.2,17,младшие,женский,сдал
A,4.0,4.0,4.1,5,старшие,мужской,сдал
A,3.2,4.6,4.1,2,средние,женский,сдал
A,3.9,3.8,4.3,0,старшие,мужской,не сдал
A,3.6,4.3,3.9,3,младшие,мужской,сдал
A,4.5,4.0,3.9,8,младшие,мужской,сдал
A,4.0,4.2,4.3,4,средние,женский,сдал
A,4.2,3.7,4.5,0,младшие,мужской,сдал
A,3.6,3.6,4.0,8,средние,мужской,не сдал
A,4.1,4.3,4.5,18,младшие,мужской,сдал
A,4.0,4.3,4.5,0,младшие,мужской,сдал
A,3.2,4.1,4.0,13,средние,женский,сдал
A,3.7,3.9,4.0,7,старшие,женский,сдал
A,3.8,3.9,4.3,0,младшие,женский,сдал
A,3.8,4.0,3.6,3,младшие,мужской,сдал
A,3.5,3.6,4.5,14,старшие,женский,сдал
A,3.3,4.3,4.6,10,младшие,мужской,сдал
A,4.2,4.3,3.6,7,средние,мужской,не сдал
A,4.6,4.3,4.1,15,старшие,мужской,не сдал
A,4.3,3.9,4.2,9,младшие,женский,не сдал
A,3.7,4.4,4.6,1,старшие,мужской,сдал
A,3.8,3.5,4.2,0,средние,мужской,сдал
A,3.9,4.2,4.1,4,младшие,мужской,не сдал
A,3.3,4.4,4.0,17,старшие,женский,не сдал
A,4.5,4.0,4.3,16,старшие,мужской,сдал
A,3.8,3.8,4.2,7,старшие,мужской,не сдал
A,4.1,4.4,4.4,1,младшие,женский,не сдал
A,2.8,4.2,4.1,7,средние,женский,сдал
A,2.8,3.6,4.0,11,средние,мужской,сдал
A,2.5,4.2,3.9,7,младшие,женский,сдал
A,3.3,4.0,4.2,17,младшие,женский,сдал
A,3.2,4.1,3.8,6,старшие,мужской,сдал
A,3.9,3.9,3.9,16,старшие,мужской,не сдал
A,3.0,3.7,4.4,1,средние,женский,сдал
A,4.3,3.4,4.1,0,младшие,мужской,сдал
A,4.6,4.3,4.2,2,старшие,женский,сдал
A,4.1,4.1,4.1,8,младшие,мужской,сдал
A,3.5,4.1,4.3,10,старшие,мужской,сдал
A,4.0,4.2,4.2,4,старшие,женский,сдал
A,4.5,4.0,4.3,2,младшие,женский,сдал
A,3.2,4.2,3.9,1,младшие,мужской,сдал
A,3.3,5.0,4.2,7,младшие,женский,сдал
A,4.1,3.4,4.1,22,старшие,женский,не сдал
A,3.7,4.0,4.7,2,старшие,мужской,сдал
A,4.3,4.0,3.9,6,младшие,мужской,сдал
A,4.8,3.9,4.2,3,младшие,мужской,не сдал
A,3.6,3.6,4.4,21,младшие,мужской,сдал
A,4.0,4.1,4.5,10,средние,мужской,не сдал
A,4.1,4.0,4.5,0,младшие,мужской,сдал
A,3.3,4.3,3.6,6,средние,мужской,не сдал
A,3.7,4.1,4.5,13,старшие,мужской,сдал
A,4.2,4.2,4.0,1,средние,мужской,не сдал
A,3.7,4.0,4.2,3,старшие,мужской,сдал
A,5.0,3.8,4.3,1,старшие,женский,сдал
A,3.6,3.7,4.3,2,младшие,женский,сдал
A,4.2,4.5,4.1,17,младшие,женский,сдал
A,3.8,4.0,4.2,19,младшие,женский,сдал
A,4.2,4.1,4.2,33,младшие,мужской,сдал
A,3.0,4.1,4.3,2,средние,мужской,сдал
A,3.6,3.8,4.2,1,старшие,мужской,сдал
A,4.6,4.5,4.2,6,старшие,женский,сдал
A,3.5,3.9,4.5,3,старшие,мужской,сдал
A,3.6,4.0,4.4,8,средние,женский,сдал
A,3.4,3.9,4.5,1,старшие,женский,сдал
A,4.7,4.4,4.1,4,старшие,мужской,сдал
